序号	年级	章节	涉及模块	题目	答案	答题过程
279	四年级	第四讲	数列	在啤酒节上，六个好朋友A、B、C、D、E和F 要比赛喝啤酒.比赛规则很简单，那就是每 一个人都必须不断地、尽量地喝，直到不省人事为止，看看在倒下之前谁喝得最多. A 首先退出了这场比赛—-他昏睡过去，成为另外五人的笑料.每人喝了3升后，B也倒 在了桌子下.每人又喝了3升，C 终于无法站立……,直到F 也昏睡过去.一旁的店主替他们计算了一下：这六个人一共喝光了63升啤酒. 那么,每个人各喝了几升?	 A 喝 了 3 升 ，B 喝 了 6 升 ，C 喝 了 9 升 ，D 喝 了 1 2 升 ，E 喝 了 1 5 升 ，F喝了18升 . 	第一次六人共喝了63-3×5-3×4-3×3-3×2-3=18(升),所以A 喝了18÷6= 3(升),B 喝了3+3=6(升) ,C 喝了6+3=9(升) ,D 喝了9+3=12(升) ,E 喝 了 1 2 + 3 = 1 5 (升),F 喝了15+3=18(升).
37	六年级	第九讲	比例应用题	六(1)班有一些同学周末去郊外登山.男生背蓝色旅行包，女生背红色旅行包，他们每人都只能看到别人背的旅行包，其中一位女生说“我看到的红色旅行包与蓝色旅行包个数的比是5:3. ”另一位男生说：“我看到蓝色旅行包个数是红色旅行包的1/2.”如果这两位同学说的都对，那么参加登山的男、女同学各有多少人?	9人，16人	由于每个人不能看到自己背的包，所以除了一个人外剩下的背包和是相同的，所以除一个背包外，红色旅行包与蓝色旅行包个数的比是5:3=15:9,2:1=16:8,所以共有蓝色旅行包1÷(16-15)×9=9(个),红色旅行包有1÷(16-15)×16=16(个),因此男生有9 人，女生有16人。
1429				满足下列两个条件的四位数共有　　个． （1）任意相邻两位数字之和均不大于2； （2）任意相邻三位数字之和均不小于3．	1	解：由分析可知，满足条件的四位数是1111，只有1个． 故答案为：1．
663				甲、乙两家商店出售同一款兔宝宝玩具，每只原售价都是25元，为了促销，甲店先提 价10%，再降价20%；乙店则直接降价10%．那么，调价后对于这款兔 宝宝玩具，__________店的售价更便宜，便宜__________元．	甲；0.5	甲：25×(1+10%)×(1-20%)=22（元）；乙：25×(1-10%)=22.5（元）。甲店便宜0.5元。
1702				有一类数，它们既是7的倍数也是5的倍数，并且加上9是质数。这类数中最小的为________。	70	[7,5]=35，35+9=44(x)，35×2+9=79，79为质数，所以最小的为70.
1359	四年级			用2、0、1、5这四个数字可以组成　   　个数字不重复的三位数，使得这些三位数是5的倍数．	10	解：3×2×1+2×2×1 ＝6+4 ＝10（个） 答：用2、0、1、5这四个数字可以组成 10个数字不重复的三位数，使得这些三位数是5的倍数． 故答案为：10．
978				69. 亮亮在做自测题，有A、B、C三种题型，它们的分值分别是每题9分、5分、2分，亮亮共做了10道题，每道题都做对了，且每种题型都至少做了1道，共得61分，亮亮做了____道A型题，____道B型题，____道C型题。	5；2；3	因为每种题型都至少做了1道，所以余下的7道题得分是61-9-5-2=45（分）。又45=9×4+5×1+2×2，所以A型题做了4+1=5（道），B型题做了1+1=2（道），C型题做了2+1=3（道）。
1868	三年级			\text{一个两位数，在它的前面写上 } 5, \ \text{所成的三位数比原来两位数的 } 9 \ \text{倍少 } 12, \\ \text{原来的两位数是（\quad）。}	64	\text{而在这个两位数的前面写上 } 5 \ \text{再加上 } 12, \ \text{则共增加 } 512, \\ \text{此时所得的数恰为原数的 } 9 \ \text{倍，即共增大 } 8 \ \text{倍，} \\ \text{所以原来的两位数为 } 512 \div 8 = 64.
739	五年级	第十三讲	牛吃草问题	经测算，地球上的资源可供100亿人生活100年，或可供80亿人生活300年.假设地球 上新生资源的生长速度是一定的，那么为了使人类有不断发展的潜力，地球上最多能养活多少 亿人?	70亿	设每亿人每年消耗资源量为1份. 每年新生资源量：(8 0×30 0- 1 00×10 0)÷(300- 100) =70(份) 即为保证不断发展，地球上最多养活70亿人.
192	六年级	第八讲	计数综合	A,B  两人进行象棋比赛，没有和棋，先比对方多胜三局的一方赢得比赛.如果经过11局比赛A 才以7胜4负获胜，那么这11局比赛的胜负排列共有几 种.(例如：“胜负胜负胜 负胜负胜胜胜”是一种胜负排列)	81	利用标数法.横向走一格表示A 多胜了一局，纵向走一格表示A 多负了 一局.数字表示排列种数.到达右上角A 就以7胜4负获胜 .
920				赵伯伯为锻炼身体，每天步行3小时，他先走平路，然后上山，最后又沿原路返回。假设赵伯伯在平路上每小时行4千米，上山每小时行3千米，下山每小时行6千米，那么在每天锻炼中，他共行走多少米？		设赵伯伯伯每天走平路用a小时，上山用b小时，下山用c小时。因为上山和下山的路程相同，所以3b=6c，即b=2c。由题意知a+b+c=3，所以a+2c+c=a+3c=3。因此，赵伯伯伯每天锻炼共行4a+3b+6c=4a+3×2c+6c=4a+12c=4(a+3c)=4×3=12(千米)，合12000米。
457	四年级	第二十三讲	统筹与对策	从甲城往乙城运58吨货物，如果用载重5吨的大卡车运一趟，运费150元；用载重2吨 的中卡车运一趟，运费80元；用载重1吨的小卡车运一趟，运费50元.要想用最少的钱 一次运完这批货物 · 需大卡车几辆，中卡车几辆，小卡车几_辆.	11；1；1	大卡车：5吨运费为150元，平均1吨1趟的运费为150÷5=30(元); 中卡车：2吨运费为80元，平均1吨1趟的运费为80÷2=40(元); 小卡车：1吨1趟运费为50元，故大卡车尽可能多运，中卡车与小卡车尽可能少运. 58÷5=11……3,大卡车最多11辆. 最省的运送方法为：大卡车11辆，中卡车1辆，小卡车1辆.
676				196名学生按编号从1到196顺次排成一列．令奇数号位（1、3、5、…）上的同学离队， 余下的同学顺序不变，重新自1开始从小到大编号，再令编号中奇数位上的同学离队，依次 重复上面的做法，最后留下一位同学．这位同学开始的编号是__________号．	128	第一次剩下的是2 的倍数，第二次剩下的是4 的倍数，……，最后剩下的一定是 含有2这个因子最多的，196 以内含有因数2 最多的是 2的7次方=128
761	五年级	第十四讲	工程问题	一件工作，甲、乙合作需4小时完成，乙、丙合作需5小时完成.现在先由甲、丙合作2小 时后，余下的乙还需7小时完成，乙单独做这件工作需几个小时?	30小时	先由甲、乙合作2小时，余下的乙做7小时完成，可以理解为乙陪甲做2小时（完成工作的1/2），再陪丙做2小时（完成工作的2/5），再自己单干7−2−2=3小时完成剩余工作，即全部工作的1−1/2−2/5=1/10。故乙1小时完成1/10÷3=1/30，乙单独做这件工作需30小时。
1703				a=1/3+1/4，b=1/5+1/6+1/7 则在a与b中，较大的数是________。	a	这里用的作差法 a-b=1/3+1/4-1/6-1/7=(1/3-1/6)1/7+1/4-1/5=1/6-1/7+1/4-1/5 ∵1/6-1/7>0,1/4-1/5>0 ∴a-b>0 ∴a>b
729	五年级	第四讲	数列	将1,2,3,…,37,这37个不同的自然数重新排成一行，记作a·a₂,…,as7.      其 中a₁=37,a₂ =1.并使得a₁+a₂+…+a        能被a      整除(k=1,2, …,36),     求as=                   ,a37=	2 ; 19	a3 可以整除a₁+az=37+1=38, 说 明as=2 或19 . 依题意，a₁+a₂+…+a 能 被ak 整除，则a:+a₂+…+a+ a 也能被a 整除，因为 a₁+a₂+…+as7=1+2+3+…+37 =19×37, 而a37也可以整除这37个数的和，即 或 37.因此as₇ 只 能 是 1 9 ,as 只能是2 .
413	四年级	第十九讲	抽屉原理	袋子里有18个大小相同的彩色球，其中红球有3个，黄球有5个，绿球有10个.现在要 一次从袋中取出若干个球，使得这若干个球中至少有5个球是同色的，那么从袋中一次 取出球的个数至少是？          	12	考虑最不利情况，3+4+4+1=12.
1099		2014一试		1．（6分）过元旦时，班委会用730元为全班同学每人买了一份价值17元的纪念品，剩余16元，那么，这个班共有学生　   　名．	42	【解答】解：（730﹣16）÷17 ＝714÷17 ＝42（名）； 答：这个班共有学生42名． 故答案为：42．
826	五年级	第二十四讲	质数与合数	 设p、a、b、c均为互不相等的质数，且满足p=a⁴+b⁴+c⁴-3,  则满足条件的p 的和为 多少?	719	显然 a,b,c 中必有2 . 否则若a,b,c 都不等于2,则a,b,c 均为奇数，则p 为非零 偶数 .不妨设c=2, 则 p=a³+b⁴+13, 如 果a,b 都不等于3,则a,b 都可以写成6n±1 的形式，因 而a⁴+b¹=6m+2→p=6m+15, 此 时p 显然是合数，矛盾!所以a,b 中必有3 . 不妨设b=3, 则 p=a³+94, 由 于a 必为奇数，其个位数只能是1,3,5,7,9,除了5之外，其 余四个数的四次方的个位数都是1.与94相加后个位数为5,显然导致p 为合数，所以a 的个位 为5,因为a 为质数，所以a=5. 综 上，p 只 有 1 个 ，p=719. 注意：因为大于3的任意整数都可以写成6n、6n+1、6n+2、6n+3、6n+4 和 6n+5 这六种 形式之一，其中6n、6n+2、6n+3 和 6n+4 四种显然是合数，那么把一个质数写成6n+k(0≤ k≤5) 的形式只能是6n+1、6n+5 两种形式或其中的一种形式，但实例证明，两种形式都有可 能.所以用6去除大于3的质数，余数一定是1或5.
1880	三年级			\text{甲、乙两地相距 } 3 \ \text{千米。明明和亮亮同时从两地出发向而行，行了 } 20 \ \text{分钟两人还未相遇且相距 } 2900 \ \text{米。} \\    \text{已知明明每分钟行 } 80 \ \text{米，亮亮每分钟行 } \underline{\quad\quad} \ \text{米。}	85或75	\text{【分析】} \ 85 \ \text{或} \ 75 \\    20 \ \text{分钟后，两个人的距离减少了 } 3000 - 2900 = 100 \ \text{米；} \\    \text{因此速度差为每分钟 } 100 \div 20 = 5 \ \text{米；} \\    \text{因此亮亮的速度是每分钟 } 80 + 5 = 85 \ \text{米或} \ 80 - 5 = 75 \ \text{米。}
617	六年级	第11届	巧算	183×279×361－182×278×360的计算结果是 ____ .（填写A、B、C、D四个字母中的一个） A. 217017 B. 207217 C. 207216 D. 217016	A	 若学生对代数比较熟练，可以用 (a+1)(b+1)(c+1)=abc+ab+bc+ca+a+b+c+1 来减少计算量。
115	六年级	第十四讲	行程综合 	丁丁和乐乐各拿了一辆玩具甲虫在400米跑道上进行比赛，丁丁的玩具甲虫每分钟跑 30米，乐乐的玩具甲虫每分钟跑20米，但乐乐带了一个神秘遥控器，按第一次会使丁丁的玩具 甲虫以原来速度的10%倒退1分钟，按第二次会使丁丁的玩具甲虫以原来速度的20%倒退1 分钟.以此类推，按第N  次，使丁丁的玩具甲虫以原来的速度N×10%   倒退1分钟，然后再按原 来的速度继续前进.如果乐乐在比赛中最后获胜，他最少按几次遥控器.	6	丁丁的甲虫跑完一圈需400/30=40/3(分钟),乐乐的甲虫跑完一圈需400÷20=20 (分钟).乐乐比丁丁多用20-40/3=20/3(分钟),可将题目考虑成乐乐在后来的20/3分中，通过按遥控器使丁丁倒退的路程多于前进的路程即可. 当乐乐第一次按遥控器时，丁丁耽误的时间为倒退1分钟与以正常速度走倒退路程所用的 时间和：1+10%×1=1. 1(分钟) 当乐乐第二次按遥控器时，丁丁耽误的时间为：1+20%×1=1.2(分钟) 当乐乐第三次按遥控器时，丁丁耽误的时间为：1+30%×1=1.3(分钟) 当乐乐第n 次按遥控器时，丁丁耽误的时间为：1+0.1n(分钟) 因为，乐乐第五次按遥控器时，共耽误时间：1+1.1+1.2+1.3+1.4+1.5=6.5<20/3 乐乐第六次按遥控器时，共耽误时间：1+1.1+1.2+1.3+1.4+1.5+1.6=8.1>20/3. 因此，乐乐如果要在比赛中获胜，至少要按6次遥控器.
418	四年级	第十九讲	抽屉原理	 有红、黄、蓝、白、黑五种形状大小完全一样的小球若干，每人必须从中选3只小球.要使 有两人得到球的颜色完全一样，至少有几人参加选球.	36	分所选3个球同色、两种颜色、三种颜色三种情况，共有C（1，5）+2C（2，5）+C（3，5）=35         (种)情 况，35+1=36.
1795				A是一个自然数，如果从A中依次减去1，3，5…若干个连续单数（奇数），直到不够减时为止，那么还剩下29；如果从A中依次减去2，4，6…若干个连续双数（偶数），直到不够减时为止，那么还剩下13，自然数A是____。	285	由题意可知，依次减去的两组数为:1、3、5、7、9、11、13、….2、4、6、8、10、12、14… 上下对比可以发现，每一偶数比它上面的奇数大1，而29-13=16，说明依次减了16个奇数（偶数），据此根据高斯求和公式求得即可。 解：1、3、5、7、9、11、13、…， 2、4、6、8、10、12、14… 上下对比可以发现，每一偶数比它上面的奇数大1，而29-13=16，说明依次写了16个奇数（偶数）， 则A为： (1+1+15×2)×16÷2+29 =32×16÷2+29， =156+29， =285。
